,user_id,movie_id,rating
0,45940958,30395843,5
1,45940958,1292272,5
2,45940958,30327842,5
3,45940958,33464883,3
4,45940958,30295905,4
5,45940958,1299624,5
6,45940958,1308162,4
7,45940958,26607693,4
8,45940958,30318116,3
9,iisakura,1578714,2
10,iisakura,3434070,1
11,iisakura,1292289,5
12,iisakura,4170301,4
13,iisakura,1306770,5
14,iisakura,2070308,5
15,iisakura,3718927,5
16,iisakura,4920528,4
17,iisakura,4305436,2
18,iisakura,4727477,3
19,iisakura,30318116,3
20,phoenix43,26793852,4
21,phoenix43,25837262,3
22,phoenix43,25980443,4
23,phoenix43,26766760,2
24,phoenix43,1548765,5
25,phoenix43,25884125,5
26,phoenix43,1302606,4
27,phoenix43,26322792,2
28,phoenix43,26259635,4
29,phoenix43,1308162,5
30,phoenix43,30318116,3
31,cabaret,21339377,4
32,cabaret,20471804,4
33,cabaret,11540884,5
34,cabaret,10543625,4
35,cabaret,10744409,5
36,cabaret,10744409,5
37,cabaret,7046520,4
38,cabaret,5998128,5
39,cabaret,3143676,5
40,cabaret,4883258,3
41,cabaret,30318116,5
42,wenzel,30318116,4
43,68942603,33420285,3
44,35711522,30318116,4
45,35711522,25887288,3
46,35711522,26931786,4
47,35711522,6390825,4
48,35711522,26781703,4
49,35711522,2158490,3
50,35711522,25821634,4
51,35711522,26799731,5
52,35711522,26378579,3
53,35711522,26926321,4
54,35711522,33420285,4
55,162549119,33420285,4
56,56080154,33420285,5
57,54150368,30257175,5
58,54150368,26282613,5
59,54150368,26282613,5
60,54150368,21360417,5
61,54150368,3707070,5
62,54150368,4826419,5
63,54150368,5322596,5
64,54150368,1305725,4
65,54150368,2230906,3
66,54150368,33420285,4
67,147781046,20515394,4
68,147781046,1889243,5
69,147781046,1291571,5
70,147781046,30314127,3
71,pirealwei,6966372,4
72,pirealwei,25846858,4
73,pirealwei,26022253,4
74,pirealwei,7065211,4
75,pirealwei,26220759,4
76,pirealwei,25760615,2
77,pirealwei,30314127,3
78,34617683,10944630,4
79,34617683,26735086,2
80,34617683,27618923,5
81,34617683,3026572,3
82,34617683,26696879,3
83,34617683,26337866,4
84,34617683,4214591,2
85,34617683,11589036,1
86,34617683,24987018,1
87,34617683,21937445,4
88,34617683,30314127,2
89,183679667,30314127,5
90,124623415,30314127,2
91,lingrui1995,30488569,4
92,lingrui1995,33442331,4
93,lingrui1995,33442331,4
94,lingrui1995,24697949,5
95,lingrui1995,4303624,5
96,lingrui1995,30488569,4
97,lingrui1995,33446498,2
98,lingrui1995,30211998,4
99,lingrui1995,34805219,3
100,lingrui1995,2364086,4
101,lingrui1995,30166972,4
102,flxjp,30166972,4
103,4901199,24532993,5
104,4901199,35014718,5
105,4901199,27114834,4
106,4901199,2303845,4
107,4901199,26100958,4
108,4901199,30166972,4
109,diewithme,30244560,5
110,diewithme,26746958,1
111,diewithme,26873657,1
112,diewithme,26884467,5
113,diewithme,26354336,3
114,diewithme,26779789,4
115,diewithme,25831874,3
116,diewithme,25881780,2
117,diewithme,25918597,1
118,diewithme,24745500,3
119,diewithme,30166972,4
120,qijiuzhiyue,4707585,1
121,qijiuzhiyue,4051608,2
122,qijiuzhiyue,4059245,4
123,qijiuzhiyue,4082544,2
124,qijiuzhiyue,5037113,5
125,qijiuzhiyue,1401523,4
126,qijiuzhiyue,4078562,2
127,qijiuzhiyue,3268192,2
128,qijiuzhiyue,1388176,3
129,qijiuzhiyue,3822842,3
130,qijiuzhiyue,30166972,4
131,kingfish,26664345,4
132,kingfish,21937445,5
133,kingfish,25897313,5
134,kingfish,3749974,4
135,kingfish,1292445,5
136,kingfish,2143930,4
137,kingfish,1296792,4
138,kingfish,1471837,5
139,kingfish,1298468,5
140,kingfish,1418651,5
141,kingfish,1292052,5
142,whiterhinoceros,2277051,5
143,whiterhinoceros,2300586,5
144,whiterhinoceros,1030388,3
145,whiterhinoceros,1836207,5
146,whiterhinoceros,1794171,4
147,whiterhinoceros,1419953,2
148,whiterhinoceros,1307931,3
149,whiterhinoceros,1009640,5
150,whiterhinoceros,1299799,5
151,whiterhinoceros,1223575,4
152,whiterhinoceros,1292052,5
153,hideinthecrowd,24529164,5
154,hideinthecrowd,20267987,4
155,hideinthecrowd,6967980,4
156,hideinthecrowd,6878446,4
157,hideinthecrowd,10768064,5
158,hideinthecrowd,2064935,4
159,hideinthecrowd,1441238,5
160,hideinthecrowd,5935737,5
161,hideinthecrowd,5994618,4
162,hideinthecrowd,3335362,5
163,hideinthecrowd,1292052,5
164,seawaver,1292052,5
165,melody1971,4184741,5
166,melody1971,5156863,4
167,melody1971,4149242,4
168,melody1971,5337550,4
169,melody1971,1304528,4
170,melody1971,1304528,4
171,melody1971,2137695,4
172,melody1971,1301118,3
173,melody1971,1297854,4
174,melody1971,5502680,3
175,melody1971,1292052,4
176,zingyu,7046723,5
177,zingyu,1756889,5
178,zingyu,1291561,5
179,ga0yang,5958397,5
180,ga0yang,5359493,5
181,ga0yang,3596502,3
182,ga0yang,4305436,5
183,ga0yang,4851046,2
184,ga0yang,5314318,5
185,ga0yang,4820650,2
186,ga0yang,4706451,5
187,ga0yang,3924434,4
188,ga0yang,2018131,5
189,ga0yang,1291561,5
190,sara127266,1759770,5
191,sara127266,1472127,5
192,sara127266,1484469,5
193,sara127266,1533935,5
194,sara127266,2330733,4
195,sara127266,1481065,5
196,sara127266,2974998,5
197,sara127266,1292969,5
198,sara127266,1782964,4
199,sara127266,1291561,5
200,luanluanyu,1084257,5
201,luanluanyu,1083277,3
202,luanluanyu,1028553,3
203,luanluanyu,1075492,4
204,luanluanyu,1320151,5
205,luanluanyu,1298898,4
206,luanluanyu,1037247,3
207,luanluanyu,1292220,4
208,luanluanyu,1272963,3
209,luanluanyu,1279658,3
210,luanluanyu,1291561,4
211,172350963,3319755,5
212,172350963,4202302,5
213,172350963,26799232,4
214,172350963,26290410,4
215,172350963,1293839,5
216,172350963,1292262,5
217,172350963,1308338,4
218,172350963,25820460,4
219,172350963,26302614,4
220,172350963,6040982,4
221,172350963,1291561,4
222,elevenrobin,25662329,5
223,copenlee,4899486,4
224,copenlee,4739952,5
225,copenlee,4729828,1
226,copenlee,4111335,5
227,copenlee,4022090,5
228,copenlee,3732499,4
229,copenlee,4122701,4
230,copenlee,3573048,3
231,copenlee,3573048,3
232,copenlee,3529375,4
233,copenlee,25662329,5
234,49824661,25662329,5
235,51679757,26334244,5
236,51679757,25662329,5
237,bina,25662329,5
238,tjz230,26022835,4
239,tjz230,3440075,5
240,tjz230,1905462,5
241,tjz230,1793904,4
242,tjz230,1307790,4
243,tjz230,1366856,3
244,tjz230,1296463,4
245,tjz230,1294768,3
246,tjz230,1878708,4
247,tjz230,1292722,5
248,beiliya,1436674,5
249,beiliya,6531656,5
250,beiliya,1292220,5
251,beiliya,1873281,5
252,beiliya,1292722,4
253,rebekah,4898547,5
254,rebekah,4305436,5
255,rebekah,1437370,5
256,rebekah,3010133,5
257,rebekah,2139305,5
258,rebekah,1293870,4
259,rebekah,2365260,4
260,rebekah,1291999,5
261,rebekah,1292722,5
262,cabaret,21339377,4
263,cabaret,20471804,4
264,cabaret,11540884,5
265,cabaret,10543625,4
266,cabaret,10744409,5
267,cabaret,10744409,5
268,cabaret,7046520,4
269,cabaret,5998128,5
270,cabaret,3143676,5
271,cabaret,4883258,3
272,cabaret,1292722,5
273,yyy18n,1292722,5
274,mzh2015,30221757,4
275,mzh2015,26715636,5
276,mzh2015,26862829,5
277,mzh2015,26926321,5
278,mzh2015,26603847,5
279,mzh2015,26790961,5
280,mzh2015,24529353,5
281,mzh2015,26752088,5
282,ruo1996,33420285,3
283,ruo1996,26984534,4
284,ruo1996,34809292,4
285,ruo1996,30277286,4
286,ruo1996,34670218,4
287,ruo1996,30468961,4
288,ruo1996,30421584,4
289,ruo1996,25931446,4
290,ruo1996,34927356,4
291,ruo1996,30329906,4
292,ruo1996,26752088,4
293,144459333,3230459,5
294,144459333,26972258,4
295,144459333,26607969,4
296,144459333,27622447,4
297,144459333,27079318,4
298,144459333,26654498,4
299,144459333,30128988,4
300,144459333,26965165,4
301,144459333,26966580,3
302,144459333,26611804,5
303,144459333,26752088,5
304,114551225,26752088,5
305,auxt,30481962,5
306,auxt,30352908,4
307,auxt,27072795,5
308,auxt,30176779,4
309,auxt,26930540,5
310,auxt,27029890,4
311,auxt,26992119,4
312,auxt,26910997,4
313,auxt,26776529,4
314,auxt,26630781,4
315,auxt,26752088,5
316,duduxiongzhifu,26992114,4
317,duduxiongzhifu,27191492,3
318,duduxiongzhifu,26847068,4
319,duduxiongzhifu,27157811,5
320,duduxiongzhifu,26762269,2
321,duduxiongzhifu,24299053,2
322,duduxiongzhifu,26878883,4
323,duduxiongzhifu,26933366,5
324,duduxiongzhifu,26307755,4
325,duduxiongzhifu,25890005,2
326,duduxiongzhifu,26794435,5
327,68499588,27032162,3
328,68499588,30257791,4
329,68499588,27008551,4
330,68499588,30439557,5
331,68499588,30272143,4
332,68499588,26100958,3
333,68499588,1950330,5
334,68499588,24773958,4
335,68499588,26992330,4
336,68499588,26761416,4
337,68499588,26794435,5
338,reave,26794435,5
339,rachel-rachel,26348103,5
340,rachel-rachel,1806555,5
341,rachel-rachel,3668287,5
342,rachel-rachel,1295520,5
343,rachel-rachel,2078864,5
344,rachel-rachel,30421907,5
345,rachel-rachel,30244560,5
346,rachel-rachel,30181455,5
347,rachel-rachel,27199901,5
348,rachel-rachel,27118271,4
349,rachel-rachel,26794435,2
350,tjz230,26022835,4
351,tjz230,3440075,5
352,tjz230,1905462,5
353,tjz230,1793904,4
354,tjz230,1307790,4
355,tjz230,1366856,3
356,tjz230,1296463,4
357,tjz230,1294768,3
358,tjz230,1878708,4
359,tjz230,26794435,5
360,qfy,25805741,3
361,qfy,5275059,5
362,qfy,4871122,4
363,qfy,3314871,5
364,qfy,1452923,4
365,qfy,1308808,5
366,qfy,3198015,4
367,qfy,2996855,4
368,qfy,1780168,5
369,qfy,2347257,4
370,qfy,1291546,5
371,rachel-rachel,26348103,5
372,rachel-rachel,1806555,5
373,rachel-rachel,3668287,5
374,rachel-rachel,1295520,5
375,rachel-rachel,2078864,5
376,rachel-rachel,30421907,5
377,rachel-rachel,30244560,5
378,rachel-rachel,30181455,5
379,rachel-rachel,27199901,5
380,rachel-rachel,27118271,4
381,rachel-rachel,1291546,5
382,GariberZyo,34946198,4
383,GariberZyo,26862829,5
384,GariberZyo,26630781,4
385,GariberZyo,26753594,5
386,GariberZyo,20514902,4
387,GariberZyo,26341370,4
388,GariberZyo,20390783,3
389,GariberZyo,6423699,5
390,GariberZyo,5281596,4
391,GariberZyo,1407397,4
392,GariberZyo,1291546,5
393,wenzel,1291546,5
394,1723626,3068206,5
395,1723626,4896263,4
396,1723626,2334904,5
397,1723626,1438652,4
398,1723626,1393859,5
399,1723626,1255625,4
400,1723626,3921162,4
401,1723626,1062193,4
402,1723626,3821057,5
403,1723626,3683409,2
404,1723626,1291546,5
405,bighead,27024959,3
406,bighead,30334073,2
407,bighead,1777410,5
408,bighead,5414391,5
409,bighead,1842589,2
410,bighead,1000280,5
411,bighead,1997681,4
412,bighead,1295644,5
413,airtony,1295644,5
414,Hamlet-Luang,26281367,5
415,Hamlet-Luang,1295644,5
416,MancunianJor,1295644,5
417,yidoudou,26741568,5
418,yidoudou,1322025,4
419,yidoudou,3131854,4
420,yidoudou,1413727,5
421,yidoudou,3670447,4
422,yidoudou,2294568,3
423,yidoudou,1780168,5
424,yidoudou,1774999,4
425,yidoudou,1292220,5
426,yidoudou,1465829,3
427,yidoudou,1295644,5
428,49615762,26387939,5
429,49615762,26683290,4
430,49615762,10533913,4
431,49615762,3569910,2
432,49615762,10831445,3
433,49615762,21318646,4
434,49615762,26265170,4
435,49615762,25966085,5
436,49615762,2385982,3
437,49615762,2904325,4
438,49615762,26387939,5
439,ourmovie,30282387,4
440,ourmovie,27054449,1
441,ourmovie,26265170,4
442,ourmovie,2075973,5
443,ourmovie,2146991,1
444,ourmovie,2149806,5
445,ourmovie,1760622,5
446,ourmovie,2124703,5
447,ourmovie,26387939,5
448,32747546,26387939,5
449,46126259,27172891,3
450,46126259,1853770,5
451,46126259,26219713,3
452,46126259,25716096,4
453,46126259,26786642,3
454,46126259,27039069,3
455,46126259,27093707,4
456,46126259,26366496,2
457,46126259,27024903,4
458,46126259,11803087,4
459,46126259,26387939,5
460,veverlee,34964557,4
461,veverlee,27205132,4
462,veverlee,34670218,4
463,veverlee,27010768,5
464,veverlee,30329906,3
465,veverlee,30354606,3
466,veverlee,30176393,4
467,veverlee,30318116,5
468,veverlee,34433766,4
469,veverlee,34879250,4
470,veverlee,26387939,4
471,tjz230,26022835,4
472,tjz230,3440075,5
473,tjz230,1905462,5
474,tjz230,1793904,4
475,tjz230,1307790,4
476,tjz230,1366856,3
477,tjz230,1296463,4
478,tjz230,1294768,3
479,tjz230,1878708,4
480,tjz230,1292720,5
481,magic828,26955946,5
482,magic828,1853770,4
483,magic828,30188253,3
484,magic828,30327842,5
485,magic828,30135113,4
486,magic828,6981153,5
487,magic828,26355979,4
488,magic828,1780330,4
489,magic828,27010768,5
490,magic828,33159859,4
491,magic828,1292720,5
